movieid,title,studio,runtime,rating,reldate
8967,Paradise,Film Movement,130,Not Rated,2017-10-06
8968,The Death and Life of Marsha P. Johnson,Netflix,105,TV-MA,2017-10-06
8969,The Florida Project,A24,111,Not Rated,2017-10-06
8970,The Mountain Between Us,20th Century Fox,112,PG-13,2017-10-06
8971,Una,Eammon Films,94,Not Rated,2017-10-06
8972,Walking Out,IFC Films,95,Not Rated,2017-10-06
8973,78/52: Hitchcockâs Shower Scene,IFC Midnight,91,Not Rated,2017-10-13
8974,Breathe,Bleecker Street Media,118,PG-13,2017-10-13
8975,For Ahkeem,Transient Pictures,90,Not Rated,2017-10-13
8976,Goodbye Christopher Robin,20th Century Fox,107,PG,2017-10-13
8977,Happy Death Day,Universal Pictures,96,PG-13,2017-10-13
8978,Human Flow,Mars Distribution,140,Not Rated,2017-10-13
8979,Marshall,Open Road Films (II),118,PG-13,2017-10-13
8980,Professor Marston & the Wonder Women,Annapurna Pictures,108,R,2017-10-13
8981,Sylvio,Factory 25,80,Not Rated,2017-10-13
8982,The Departure,Matson Films,87,Not Rated,2017-10-13
8983,The Foreigner,STX Entertainment,113,R,2017-10-13
8984,The Meyerowitz Stories (New and Selected),Netflix,112,TV-MA,2017-10-13
8985,The Secret Scripture,Lucky Red,108,PG-13,2017-10-13
8986,Tom of Finland,Kino Lorber,115,Not Rated,2017-10-13
8987,Liberation Day,Dogwoof Global Sales,100,Not Rated,2017-10-18
8988,1922,Netflix,102,TV-MA,2017-10-20
8989,A Silent Voice,Shochiku Company,130,Not Rated,2017-10-20
8990,BPM (Beats Per Minute),"Orchard, The",140,Not Rated,2017-10-20
8991,Dealt,Sundance Selects,85,Not Rated,2017-10-20
8992,Geostorm,Warner Bros.,109,PG-13,2017-10-20
8993,Jane,Abramorama,90,PG,2017-10-20
8994,Jungle,Momentum Pictures,115,R,2017-10-20
8995,Killing Gunther,Bliss Media,92,R,2017-10-20
8996,Leatherface,Lionsgate,90,R,2017-10-20
8997,Never Here,Vertical Entertainment,110,R,2017-10-20
8998,One of Us,Netflix,95,Not Rated,2017-10-20
8999,Only the Brave,Lionsgate,134,PG-13,2017-10-20
9000,Same Kind of Different as Me,Paramount Pictures,119,PG-13,2017-10-20
9001,Tempestad,Interior13 Cine,105,Not Rated,2017-10-20
9002,The Killing of a Sacred Deer,A24,121,R,2017-10-20
9003,The Snowman,Universal Pictures,119,R,2017-10-20
9004,The Work,,89,Not Rated,2017-10-20
9005,Tragedy Girls,Gunpowder & Sky,98,R,2017-10-20
9006,Tyler Perry's Boo 2! A Madea Halloween,Lionsgate,101,PG-13,2017-10-20
9007,Wonderstruck,Metropolitan Filmexport,116,PG,2017-10-20
9008,God's Own Country,Picturehouse Entertainment,104,Not Rated,2017-10-25
9009,All I See Is You,Mars Distribution,109,R,2017-10-27
9010,Bill Nye: Science Guy,Public Broadcasting Service (PBS),101,Not Rated,2017-10-27
9011,Brimstone & Glory,Oscilloscope Laboratories,67,Not Rated,2017-10-27
9012,FÃ©licitÃ©,Strand Releasing,129,Not Rated,2017-10-27
9013,Jigsaw,Lionsgate,92,R,2017-10-27
9014,Joan Didion: The Center Will Not Hold,Netflix,94,Not Rated,2017-10-27
9015,Maya Dardel,Orion Pictures,104,Not Rated,2017-10-27
9016,Mr. Roosevelt,Paladin,90,Not Rated,2017-10-27
9017,Novitiate,Sony Pictures,123,R,2017-10-27
9018,Suburbicon,Paramount Pictures,105,R,2017-10-27
9019,Thank You for Your Service,Universal Pictures,109,R,2017-10-27
9020,The Divine Order,Kino Lorber,96,Not Rated,2017-10-27
9021,The Square,Magnolia Pictures,142,Not Rated,2017-10-27
9022,1945,Menemsha Films,91,Not Rated,2017-11-01
9023,A Bad Moms Christmas,,104,R,2017-11-01
9024,The Light of the Moon,Imagination Worldwide,90,Not Rated,2017-11-01
9025,11/8/16,The Orchard,104,TV-MA,2017-11-03
9026,A Gray State,First Run Features,93,TV-MA,2017-11-03
9027,A River Below,,86,Not Rated,2017-11-03
9028,Blade of the Immortal,Magnet Releasing,140,Not Rated,2017-11-03
9029,Gilbert,Gravitas Ventures,94,,2017-11-03
9030,It Happened in L.A.,,97,Not Rated,2017-11-03
9031,LBJ,Electric Entertainment,98,R,2017-11-03
9032,Lady Bird,A24,94,R,2017-11-03
9033,Last Flag Flying,Amazon Studios,125,R,2017-11-03
9034,Most Beautiful Island,Samuel Goldwyn Films,80,Not Rated,2017-11-03
9035,My Friend Dahmer,Altitude Film Entertainment,107,Not Rated,2017-11-03
9036,Newness,,112,Not Rated,2017-11-03
9037,Princess Cyd,Wolfe Releasing,96,Not Rated,2017-11-03
9038,Thor: Ragnarok,Walt Disney,130,PG-13,2017-11-03
9039,Wait for Your Laugh,Vitagraph Films,85,Not Rated,2017-11-03
9040,Bitch,Dark Sky Films,93,Not Rated,2017-11-10
9041,Daddy's Home 2,Paramount Pictures,100,PG-13,2017-11-10
9042,Destination Unknown,Seventh Art Releasing,81,Not Rated,2017-11-10
9043,Mayhem,ABS-CBN Film Productions,86,Unrated,2017-11-10
9044,Murder on the Orient Express,20th Century Fox,114,PG-13,2017-11-10
9045,No Stone Unturned,Abramorama,111,NR,2017-11-10
9046,Thelma,"Orchard, The",116,Not Rated,2017-11-10
9047,"Three Billboards Outside Ebbing, Missouri",20th Century Fox,115,R,2017-11-10
9048,Song of Granite,Soda Pictures,104,Not Rated,2017-11-15
9049,A Fantastic Woman,,104,Not Rated,2017-11-17
9050,Big Sonia,Argot Pictures,93,Not Rated,2017-11-17
9051,"Jim & Andy: The Great Beyond â Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Netflix,94,TV-MA,2017-11-17
9052,Justice League,Warner Bros.,120,PG-13,2017-11-17
9053,Mudbound,Netflix,134,R,2017-11-17
9054,On the Beach at Night Alone,"Cinema Guild, The",101,Not Rated,2017-11-17
9055,Porto,CinÃ©art,76,Not Rated,2017-11-17
9056,"Roman J. Israel, Esq.",Sony Pictures,122,PG-13,2017-11-17
9057,Sweet Virginia,IFC Films,93,R,2017-11-17
9058,The Breadwinner,GKIDS,94,PG-13,2017-11-17
9059,The Star,Sony Pictures,86,PG,2017-11-17
9060,Wonder,Lionsgate,113,PG,2017-11-17
9061,Coco,Walt Disney,105,PG,2017-11-22
9062,Darkest Hour,Universal Pictures,125,PG-13,2017-11-22
9063,The Man Who Invented Christmas,Bleecker Street Media,104,PG,2017-11-22
9064,Bombshell: The Hedy Lamarr Story,Kino Lorber,88,Not Rated,2017-11-24
9065,Call Me by Your Name,Sony Pictures,132,R,2017-11-24
9066,Loveless,,127,Not Rated,2017-12-01
9067,My Happy Family,Netflix,120,Not Rated,2017-12-01
9068,Psychopaths,Samuel Goldwyn Films,85,Not Rated,2017-12-01
9069,The Dancer,Myriad Pictures,108,Not Rated,2017-12-01
9070,The Disaster Artist,A24,104,R,2017-12-01
9071,The New Radical,The Orchard,117,NR,2017-12-01
9072,The Other Side of Hope,Janus Films,100,Not Rated,2017-12-01
9073,The Shape of Water,20th Century Fox,123,R,2017-12-01
9074,The Tribes of Palos Verdes,IFC Films,104,Not Rated,2017-12-01
9075,Voyeur,Netflix,96,TV-MA,2017-12-01
9076,Wonder Wheel,Amazon Studios,101,PG-13,2017-12-01
9077,Bullet Head,Millennium Films,93,R,2017-12-08
9078,Foxtrot,Filmcoopi ZÃ¼rich,108,Not Rated,2017-12-08
9079,"I, Tonya",Neon,120,Not Rated,2017-12-08
9080,Just Getting Started,Broad Green Pictures,91,PG-13,2017-12-08
9081,Kaleidoscope,IFC Midnight,100,NR,2017-12-08
9082,Quest,First Run Features,104,Not Rated,2017-12-08
9083,The Pirates of Somalia,Echo Bridge Entertainment,116,Not Rated,2017-12-08
9084,The Rape of Recy Taylor,The Orchard,91,,2017-12-08
9085,Beyond Skyline,Vertical Entertainment,106,R,2017-12-15
9086,Birdboy: The Forgotten Children,,76,,2017-12-15
9087,Ethel & Ernest,Dada Films,94,Not Rated,2017-12-15
9088,Ferdinand,20th Century Fox,108,TV-G,2017-12-15
9089,Star Wars: Episode VIII - The Last Jedi,Walt Disney,152,PG-13,2017-12-15
9090,The Ballad of Lefty Brown,A24,111,Not Rated,2017-12-15
9091,Youth,China Lion Film Distribution,135,Not Rated,2017-12-15
9092,Jumanji: Welcome to the Jungle,Sony Pictures,119,PG-13,2017-12-20
9093,The Greatest Showman,20th Century Fox,105,PG,2017-12-20
9094,Bright,Netflix,117,TV-MA,2017-12-22
9095,Crooked House,Sony Pictures,115,PG-13,2017-12-22
9096,Downsizing,Paramount Pictures,135,R,2017-12-22
9097,Father Figures,Warner Bros.,113,R,2017-12-22
9098,Hangman,Lionsgate,98,R,2017-12-22
9099,Happy End,Sony Pictures,107,Not Rated,2017-12-22
9100,Hostiles,Entertainment Studios Motion Pictures,134,R,2017-12-22
9101,Pitch Perfect 3,Universal Pictures,93,PG-13,2017-12-22
9102,The Post,20th Century Fox,116,PG-13,2017-12-22
9103,All the Money in the World,Sony Pictures,132,R,2017-12-25
9104,Molly's Game,STX Entertainment,140,R,2017-12-25
9105,Phantom Thread,Universal Pictures,130,R,2017-12-25
9106,In the Fade,Magnolia Pictures,106,Not Rated,2017-12-27
9107,Film Stars Don't Die in Liverpool,Sony Pictures,105,R,2017-12-29
9108,The Green Fog,Balcony Releasing,63,Not Rated,2018-01-04
9109,Blame,Samuel Goldwyn Films,100,Not Rated,2018-01-05
9110,Django,,117,Not Rated,2018-01-05
9111,In Between,BIM Distribuzione,103,Not Rated,2018-01-05
9112,Insidious: The Last Key,Universal Pictures,103,PG-13,2018-01-05
9113,Stratton,Momentum Pictures,94,Not Rated,2018-01-05
9114,The Strange Ones,Vertical Entertainment,81,R,2018-01-05
9115,Freak Show,IFC Films,95,NR,2018-01-12
9116,Humor Me,Shout! Factory,93,Not Rated,2018-01-12
9117,Lover for a Day,MUBI,76,Not Rated,2018-01-12
9118,My Art,Film Movement,86,Not Rated,2018-01-12
9119,Paddington 2,Warner Bros.,103,PG,2018-01-12
9120,Proud Mary,Sony Pictures,89,R,2018-01-12
9121,Saturday Church,Samuel Goldwyn Films,82,Not Rated,2018-01-12
9122,The Commuter,Lionsgate,105,PG-13,2018-01-12
9123,The Insult,Cohen Media Group,112,Not Rated,2018-01-12
9124,The Polka King,Netflix,95,TV-14,2018-01-12
9125,Vazante,Music Box Films,116,Not Rated,2018-01-12
9126,Beuys,Kino Lorber,107,Not Rated,2018-01-17
9127,The Banishment,Artificial Eye,157,Not Rated,2018-01-18
9128,12 Strong,Warner Bros.,130,R,2018-01-19
9129,Den of Thieves,Concorde Filmverleih,140,R,2018-01-19
9130,Forever My Girl,Roadside Attractions,108,PG,2018-01-19
9131,Mary and The Witch's Flower,GKIDS,102,PG,2018-01-19
9132,Mom and Dad,Momentum Pictures,86,R,2018-01-19
9133,Small Town Crime,Saban Films,91,R,2018-01-19
9134,The Final Year,Magnolia Pictures,89,Not Rated,2018-01-19
9135,The Road Movie,Oscilloscope,67,Not Rated,2018-01-19
9136,A Ciambra,Sundance Selects,118,NR,2018-01-26
9137,A Futile and Stupid Gesture,Netflix,101,TV-MA,2018-01-26
9138,American Folk,Good Deed Entertainment,99,PG,2018-01-26
9139,Have a Nice Day,Strand Releasing,77,Not Rated,2018-01-26
9140,Like Me,Kino Lorber,80,Not Rated,2018-01-26
9141,Maze Runner: The Death Cure,,141,PG-13,2018-01-26
9142,Please Stand By,Magnolia Pictures,93,PG-13,2018-01-26
9143,The Clapper,Momentum Pictures,89,R,2018-01-26
9144,West of the Jordan River,Kino Lorber,84,Not Rated,2018-01-26
9145,In the Intense Now,Icarus Films,127,Not Rated,2018-01-31
9146,24 Frames,Janus Films,114,Not Rated,2018-02-02
9147,Before We Vanish,Shochiku Company,129,Not Rated,2018-02-02
9148,Braven,Saban Films,94,R,2018-02-02
9149,Lies We Tell,,109,Not Rated,2018-02-02
9150,On Body and Soul,Netflix,116,Not Rated,2018-02-02
9151,The Cage Fighter,Sundance Selects,81,NR,2018-02-02
9152,Winchester,CBS Films,99,PG-13,2018-02-02
9153,The Cloverfield Paradox,Paramount Pictures,102,TV-MA,2018-02-04
9154,Basmati Blues,Shout! Factory,106,Not Rated,2018-02-09
9155,Becks,20th Century Fox,90,TV-14,2018-02-09
9156,Entanglement,Dark Star Pictures,85,Not Rated,2018-02-09
9157,Fifty Shades Freed,Universal Pictures,105,R,2018-02-09
9158,Golden Exits,Vertical Entertainment,94,R,2018-02-09
9159,Permission,Good Deed Entertainment,96,Not Rated,2018-02-09
9160,Peter Rabbit,Sony Pictures,95,PG,2018-02-09
9161,The 15:17 to Paris,Warner Bros.,94,R,2018-02-09
9162,The Female Brain,IFC Films,98,NR,2018-02-09
9163,The Ritual,Netflix,94,TV-MA,2018-02-09
9164,Double Lover,Cohen Media Group,107,Not Rated,2018-02-14
9165,Tehran Taboo,ARP SÃ©lection,90,Not Rated,2018-02-14
9166,Black Panther,Walt Disney,134,PG-13,2018-02-16
9167,Early Man,Lionsgate,89,PG,2018-02-16
9168,Irreplaceable You,Netflix,96,Not Rated,2018-02-16
9169,Looking Glass,Momentum Pictures,103,R,2018-02-16
9170,Nostalgia,Bleecker Street Media,114,R,2018-02-16
9171,The Boy Downstairs,,91,PG-13,2018-02-16
9172,The Party,Roadside Attractions,71,Not Rated,2018-02-16
9173,Western,Cinema Guild,121,Not Rated,2018-02-16
9174,Annihilation,Paramount Pictures,115,R,2018-02-23
9175,Every Day,Orion Pictures,97,PG-13,2018-02-23
9176,Game Night,Warner Bros.,100,R,2018-02-23
9177,Half Magic,Momentum Pictures,94,R,2018-02-23
9178,Hannah,Parade Deck Films,95,TV-MA,2018-02-23
9179,Mute,Netflix,126,TV-MA,2018-02-23
9180,November,Oscilloscope Laboratories,115,Not Rated,2018-02-23
9181,The Cured,IFC Films,95,NR,2018-02-23
9182,The Lodgers,Epic Pictures Releasing,92,R,2018-02-23
9183,The Young Karl Marx,Agora Films,118,Not Rated,2018-02-23
9184,Did You Wonder Who Fired the Gun?,Grasshopper Film,90,NR,2018-02-28
9185,Werewolf,Factory 25,80,Not Rated,2018-03-01
9186,Death Wish,Metro-Goldwyn-Mayer,107,R,2018-03-02
9187,Goldstone,Lightyear Entertainment,110,R,2018-03-02
9188,Midnighters,IFC Midnight,94,NR,2018-03-02
9189,Mohawk,,91,Not Rated,2018-03-02
9190,Oh Lucy!,Film Movement,95,Not Rated,2018-03-02
9191,Red Sparrow,20th Century Fox,140,R,2018-03-02
9192,Souvenir,Strand Releasing,90,Not Rated,2018-03-02
9193,Submission,Great Point Media,106,Not Rated,2018-03-02
9194,The Vanishing Of Sidney Hall,A24,119,R,2018-03-02
9195,They Remain,Paladin,102,Not Rated,2018-03-02
9196,A Wrinkle in Time,Walt Disney,109,PG,2018-03-09
9197,Claire's Camera,Cinema Guild,69,Not Rated,2018-03-09
9198,Gringo,STX Entertainment,111,R,2018-03-09
9199,Itzhak,,82,Not Rated,2018-03-09
9200,Leaning Into the Wind,Magnolia Pictures,97,Not Rated,2018-03-09
9201,Police Story (1985),Cinema Group,101,PG-13,2018-03-09
9202,The Death of Stalin,IFC Films,107,R,2018-03-09
9203,The Forgiven,Saban Films,115,Not Rated,2018-03-09
9204,The Hurricane Heist,Entertainment Studios Motion Pictures,103,PG-13,2018-03-09
9205,The Leisure Seeker,Sony Pictures,112,R,2018-03-09
9206,The Outsider,Netflix,120,TV-MA,2018-03-09
9207,The Strangers: Prey at Night,Aviron Pictures,85,R,2018-03-09
9208,Thoroughbreds,Universal Pictures,92,Not Rated,2018-03-09
9209,7 Days in Entebbe,Bioscop,107,PG-13,2018-03-16
9210,Allure,Samuel Goldwyn Films,105,Not Rated,2018-03-16
9211,Benji,Netflix,87,TV-PG,2018-03-16
9212,Dear Dictator,Cinedigm Entertainment Group,90,Not Rated,2018-03-16
9213,Flower,"Orchard, The",90,R,2018-03-16
9214,I Can Only Imagine,Lionsgate,110,PG,2018-03-16
9215,Journey's End,Lionsgate,107,R,2018-03-16
9216,Keep the Change,Kino Lorber,94,Not Rated,2018-03-16
9217,"Love, Simon",20th Century Fox,110,PG-13,2018-03-16
9218,Ramen Heads,FilmBuff,93,Not Rated,2018-03-16
9219,Tomb Raider,Warner Bros.,118,PG-13,2018-03-16
9220,Us and Them,,83,Not Rated,2018-03-16
9221,A Bag of Marbles,CinÃ©art,110,Not Rated,2018-03-23
9222,Back to Burgundy,Music Box Films,113,Not Rated,2018-03-23
9223,Beauty and the Dogs,CinÃ©art,100,Not Rated,2018-03-23
9224,Final Portrait,Sony Pictures,90,Not Rated,2018-03-23
9225,"Game Over, Man!",Netflix,101,TV-MA,2018-03-23
9226,I Kill Giants,RLJE Films,106,Not Rated,2018-03-23
9227,Isle of Dogs,20th Century Fox,101,PG-13,2018-03-23
9228,Ismael's Ghosts,Magnolia Pictures,114,R,2018-03-23
9229,Midnight Sun,Open Road Films (II),91,PG-13,2018-03-23
9230,Pacific Rim: Uprising,Universal Pictures,111,PG-13,2018-03-23
9231,"Paul, Apostle of Christ",Sony Pictures,108,PG-13,2018-03-23
9232,Roxanne Roxanne,Netflix,100,TV-MA,2018-03-23
9233,Sherlock Gnomes,Paramount Pictures,86,PG,2018-03-23
9234,The Workshop,Strand Releasing,113,Not Rated,2018-03-23
9235,Unsane,20th Century Fox,98,R,2018-03-23
9236,Ready Player One,Warner Bros.,140,PG-13,2018-03-29
9237,All I Wish,Paladin,94,Not Rated,2018-03-30
9238,Finding Your Feet,Roadside Attractions,111,Not Rated,2018-03-30
9239,First Match,Netflix,102,TV-MA,2018-03-30
9240,Gemini,,93,R,2018-03-30
9241,God's Not Dead: A Light in Darkness,Pure Flix Entertainment,105,PG,2018-03-30
9242,Love After Love,IFC Films,91,Not Rated,2018-03-30
9243,Outside In,The Orchard,109,TV-MA,2018-03-30
9244,The China Hustle,Magnolia Pictures,82,Not Rated,2018-03-30
9245,The Last Movie Star,A24,94,R,2018-03-30
9246,Tyler Perry's Acrimony,Lionsgate,120,R,2018-03-30
9247,6 Balloons,Netflix,74,Not Rated,2018-04-06
9248,A Quiet Place,Paramount Pictures,90,PG-13,2018-04-06
9249,Big Fish & Begonia,Beijing Enlight Pictures,100,PG-13,2018-04-06
9250,Blockers,Sony Pictures,102,R,2018-04-06
9251,Chappaquiddick,Entertainment Studios Motion Pictures,106,PG-13,2018-04-06
9252,Do You Trust this Computer?,,78,Not Rated,2018-04-06
9253,Lean on Pete,Filmcoopi ZÃ¼rich,121,Not Rated,2018-04-06
9254,Lowlife,IFC Midnight,96,NR,2018-04-06
9255,Spinning Man,Lionsgate,100,R,2018-04-06
9256,Sweet Country,Samuel Goldwyn Films,113,R,2018-04-06
9257,The Endless,Well Go USA Entertainment,111,Not Rated,2018-04-06
9258,The Miracle Season,LD Entertainment,101,PG,2018-04-06
9259,Where Is Kyra?,Paladin,98,Not Rated,2018-04-06
9260,You Were Never Really Here,Amazon Studios,89,R,2018-04-06
9261,Beirut,Bleecker Street Media,109,R,2018-04-11
9262,Hitler's Hollywood,Kino Lorber,105,Not Rated,2018-04-11
9263,Aardvark,Great Point Media,89,PG-13,2018-04-13
9264,An Ordinary Man,Saban Films,90,R,2018-04-13
9265,Blumhouse's Truth or Dare,Universal Pictures,100,PG-13,2018-04-13
9266,Borg vs. McEnroe,Neon,107,Not Rated,2018-04-13
9267,Bye Bye Germany,Film Movement,102,Not Rated,2018-04-13
9268,Come Sunday,Netflix,106,TV-14,2018-04-13
9269,Grace Jones: Bloodlight and Bami,Kino Lorber,115,Not Rated,2018-04-13
9270,Jeannette: The Childhood of Joan of Arc,Kimstim Films,105,Not Rated,2018-04-13
9271,Krystal,Paladin,90,R,2018-04-13
9272,Rampage,Warner Bros.,107,PG-13,2018-04-13
9273,Sgt. Stubby: An American Hero,Fun Academy Motion Pictures,84,PG,2018-04-13
9274,Submergence,California Filmes,112,Not Rated,2018-04-13
9275,The Judge,,76,Not Rated,2018-04-13
9276,The Rider,Sony Pictures,104,R,2018-04-13
9277,Wildling,Warner Bros.,92,NR,2018-04-13
9278,Zama,Walt Disney,115,Not Rated,2018-04-13
9279,This Is Our Land,Distrib Films,117,Not Rated,2018-04-18
9280,After Auschwitz,Passion River Films,83,Not Rated,2018-04-20
9281,Ghost Stories,IFC Midnight,98,NR,2018-04-20
9282,Godard Mon Amour,Cohen Media Group,107,Not Rated,2018-04-20
9283,I Feel Pretty,STX Entertainment,110,PG-13,2018-04-20
9284,Kodachrome,Netflix,105,TV-MA,2018-04-20
9285,Little Pink House,,98,Not Rated,2018-04-20
9286,Pass Over,Amazon Studios,74,Not Rated,2018-04-20
9287,Super Troopers 2,20th Century Fox,99,R,2018-04-20
9288,The Devil and Father Amorth,The Orchard,68,Not Rated,2018-04-20
9289,Traffik,,96,R,2018-04-20
9290,The Cat Returns (2002),Toho,75,G,2018-04-22
9291,Ava,Grasshopper Film,102,NR,2018-04-27
9292,Avengers: Infinity War,Walt Disney,149,PG-13,2018-04-27
9293,Backstabbing for Beginners,A24,108,R,2018-04-27
9294,Disobedience,Bleecker Street Media,114,R,2018-04-27
9295,Duck Butter,,93,TV-MA,2018-04-27
9296,In the Last Days of the City,Big World Pictures,118,Not Rated,2018-04-27
9297,Kings,"Orchard, The",92,R,2018-04-27
9298,Let the Sunshine In,,94,Not Rated,2018-04-27
9299,Mrs. Hyde,Haut et Court,95,Not Rated,2018-04-27
9300,The House of Tomorrow,Shout! Factory,85,Not Rated,2018-04-27
9301,The Rachel Divide,Netflix,100,TV-MA,2018-04-27
9302,The Week Of,Netflix,116,TV-14,2018-04-27
9303,Angels Wear White,Kimstim Films,107,Not Rated,2018-05-04
9304,Anon,Netflix,100,TV-MA,2018-05-04
9305,Bad Samaritan,Electric Entertainment,110,R,2018-05-04
9306,Manhunt,Netflix,106,Not Rated,2018-05-04
9307,Overboard,Pantelion Films,112,PG-13,2018-05-04
9308,RBG,Magnolia Pictures,98,Not Rated,2018-05-04
9309,Racer and the Jailbird,Kinepolis Film Distribution (KFD),130,Not Rated,2018-05-04
9310,The 12th Man,IFC Midnight,135,NR,2018-05-04
9311,The Desert Bride,Strand Releasing,78,Not Rated,2018-05-04
9312,The Guardians,PathÃ©,138,R,2018-05-04
9313,Tully,Universal Pictures,95,R,2018-05-04
9314,Always at The Carlyle,Good Deed Entertainment,92,PG-13,2018-05-11
9315,Anything,Paladin,94,R,2018-05-11
9316,Beast,Roadside Attractions,107,Not Rated,2018-05-11
9317,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,Magnolia Pictures,78,Not Rated,2018-05-11
9318,Breaking In,Universal Pictures,88,PG-13,2018-05-11
9319,Filmworker,Kino Lorber,94,Not Rated,2018-05-11
9320,Life of the Party,Warner Bros.,105,PG-13,2018-05-11
9321,Lu Over the Wall,GKIDS,112,Not Rated,2018-05-11
9322,Measure of a Man,Great Point Media,100,PG-13,2018-05-11
9323,Mountain,Madman Entertainment,74,Not Rated,2018-05-11
9324,Revenge,Neon,108,Not Rated,2018-05-11
9325,Sollers Point,Oscilloscope,101,R,2018-05-11
9326,Terminal,RLJE Films,95,Not Rated,2018-05-11
9327,The Day After,Cinema Guild,92,Not Rated,2018-05-11
9328,The Escape,IFC Films,101,NR,2018-05-11
9329,The Seagull,Sony Pictures,98,PG-13,2018-05-11
9330,Book Club,Paramount Pictures,104,Not Rated,2018-05-18
9331,Cargo,Netflix,105,Not Rated,2018-05-18
9332,Dark Crimes,Saban Films,92,R,2018-05-18
9333,Deadpool 2,,119,R,2018-05-18
9334,First Reformed,A24,113,Not Rated,2018-05-18
9335,On Chesil Beach,Bleecker Street Media,110,Not Rated,2018-05-18
9336,Pope Francis - A Man of His Word,Universal Pictures,96,Not Rated,2018-05-18
9337,Show Dogs,Eagle Pictures,92,Unrated,2018-05-18
9338,That Summer,Sundance Selects,80,NR,2018-05-18
9339,How to Talk to Girls at Parties,A24,102,R,2018-05-25
9340,Ibiza,Netflix,94,TV-MA,2018-05-25
9341,In Darkness,Vertical Entertainment,100,Not Rated,2018-05-25
9342,Mary Shelley,IFC Films,120,PG-13,2018-05-25
9343,Solo: A Star Wars Story,Walt Disney,135,PG-13,2018-05-25
9344,Summer 1993,Oscilloscope Laboratories,97,Not Rated,2018-05-25
9345,The Gospel According to AndrÃ©,Magnolia Pictures,93,PG-13,2018-05-25
9346,The Misandrists,Edition Salzgeber,91,NR,2018-05-25
9347,Who We Are Now,,95,Not Rated,2018-05-25
9348,The Tale,Home Box Office (HBO),114,TV-MA,2018-05-26
9349,A Kid Like Jake,IFC Films,92,NR,2018-06-01
9350,Action Point,Paramount Pictures,85,R,2018-06-01
9351,Adrift,STX Entertainment,96,PG-13,2018-06-01
9352,American Animals,Ascot Elite Entertainment Group,116,Not Rated,2018-06-01
9353,Breath,FilmRise,115,Not Rated,2018-06-01
9354,Nossa Chape,Front Row Filmed Entertainment,101,Not Rated,2018-06-01
9355,Rodin,Cohen Media Group,119,Not Rated,2018-06-01
9356,Upgrade,BH Tilt,100,R,2018-06-01
9357,211,Millennium Films,86,R,2018-06-08
9358,Alex Strangelove,Netflix,99,TV-MA,2018-06-08
9359,Bernard and Huey,Freestyle Digital Media,90,Not Rated,2018-06-08
9360,En el SÃ©ptimo DÃ­a (On the Seventh Day),Cinema Guild,92,Not Rated,2018-06-08
9361,Hearts Beat Loud,Stage 6 Films,97,PG-13,2018-06-08
9362,Hereditary,A24,127,R,2018-06-08
9363,Hotel Artemis,Ascot Elite Entertainment Group,94,R,2018-06-08
9364,Nancy,Samuel Goldwyn Films,87,Not Rated,2018-06-08
9365,Ocean's 8,Warner Bros.,110,PG-13,2018-06-08
9366,The Quest of Alain Ducasse,Magnolia Pictures,84,Not Rated,2018-06-08
9367,The Workers Cup,Passion River Films,92,Not Rated,2018-06-08
9368,"Westwood: Punk, Icon, Activist",Greenwich Entertainment,83,Not Rated,2018-06-08
9369,Won't You Be My Neighbor?,Universal Pictures,94,Not Rated,2018-06-08
9370,SuperFly,Sony Pictures,116,R,2018-06-13
9371,A Skin So Soft,Breaking Glass Pictures,93,Not Rated,2018-06-15
9372,Eating Animals,IFC Films,94,NR,2018-06-15
9373,Gabriel and the Mountain,Strand Releasing,131,Not Rated,2018-06-15
9374,Gotti,Lionsgate,112,R,2018-06-15
9375,Incredibles 2,Walt Disney,118,PG,2018-06-15
9376,Set It Up,Netflix,105,TV-14,2018-06-15
9377,Tag,Warner Bros.,100,R,2018-06-15
9378,The Year of Spectacular Men,MarVista Entertainment,102,Not Rated,2018-06-15
9379,The Yellow Birds,Saban Films,94,R,2018-06-15
9380,Araby,Grasshopper Film,97,,2018-06-22
9381,Boundaries,Sony Pictures,104,R,2018-06-22
9382,Damsel,Magnolia Pictures,113,Not Rated,2018-06-22
9383,Izzy Gets the F*ck Across Town,Shout! Factory,86,Not Rated,2018-06-22
9384,Jurassic World: Fallen Kingdom,Universal Pictures,128,PG-13,2018-06-22
9385,Marlina the Murderer in Four Acts,Icarus Films,93,Not Rated,2018-06-22
9386,"Never Steady, Never Still",Soda Pictures,112,TV-14,2018-06-22
9387,The Catcher Was a Spy,IFC Films,98,R,2018-06-22
9388,The King,Oscilloscope,107,Not Rated,2018-06-22
9389,Calibre,Netflix,101,TV-MA,2018-06-29
9390,Custody,Kino Lorber,93,Not Rated,2018-06-29
9391,Dark River,FilmRise,90,Not Rated,2018-06-29
9392,Ideal Home,Brainstorm Media,91,,2018-06-29
9393,Leave No Trace,Bleecker Street,109,PG,2018-06-29
9394,"Love, Cecil",Zeitgeist Films,98,Not Rated,2018-06-29
9395,Sicario: Day of the Soldado,Sony Pictures,122,R,2018-06-29
9396,The Cakemaker,Strand Releasing,113,Not Rated,2018-06-29
9397,This Is Congo,Abramorama,93,Not Rated,2018-06-29
